"","X","movie_name","rating","types","year","duration","audience_rating","expert_rating"
"297",297,"ATTACK OF THE 50 FOOT WOMAN","PG","Classics, Science Fiction & Fantasy",1958,"1h6m",75,20
"298",298,"AVENGING ANGEL","R","Action & Adventure, Drama, Mystery & Suspense",NA,"1h33m",33,25
"299",299,"THE AVIATOR","PG","Action & Adventure, Drama",1985,"1h38m",20,41
"300",300,"THE AWAKENING","R","Horror, Mystery & Suspense",1980,"1h42m",0,22
"301",301,"BABES IN TOYLAND","G","Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1961,"1h46m",36,59
"302",302,"BAD COMPANY","PG","Action & Adventure, Drama, Western",1972,"1h33m",92,71
"303",303,"THE BAD NEWS BEARS","PG","Classics, Comedy",1976,"1h42m",97,80
"304",304,"THE BAD SEED","NR","Classics, Drama, Horror, Mystery & Suspense",1956,"2h9m",63,83
"305",305,"BANG THE DRUM SLOWLY","PG","Classics, Comedy, Drama, Sports & Fitness",1973,"1h36m",92,62
"306",306,"BATTLEGROUND","NR","Action & Adventure, Classics, Drama",1949,"1h58m",75,82
"307",307,"BEAUTY AND THE BEAST (LA BELLE ET LA BÊTE)","NR","Drama, Science Fiction & Fantasy, Romance",1946,"1h35m",95,90
"308",308,"THE BELLES OF ST. TRINIAN'S","NR","Action & Adventure, Classics, Comedy",NA,"1h31m",67,70
"309",309,"1001 GRAMS","NR","Drama",2015,"1h33m",82,48
"310",310,"THE BEST OF TIMES","PG-13","Comedy, Drama",1986,"1h44m",31,43
"311",311,"BETRAYED","R","Action & Adventure, Drama, Mystery & Suspense",1988,"2h7m",42,52
"312",312,"THE BIG BRAWL (BATTLE CREEK BRAWL)","R","Action & Adventure, Comedy",1980,"1h35m",67,44
"313",313,"BIG BUSINESS","PG","Comedy",1988,"1h37m",44,69
"314",314,"THE BIG HEAT","PG","Classics, Drama, Mystery & Suspense",NA,"1h30m",100,90
"315",315,"THE BIG SLEEP","PG","Classics, Drama, Mystery & Suspense",1946,"1h54m",97,91
"316",316,"THE BIG SLEEP","R","Art House & International, Drama, Mystery & Suspense",NA,"1h39m",67,26
"317",317,"BILLY BUDD","NR","Action & Adventure, Classics, Drama",1962,"2h3m",90,86
"318",318,"THE BIRDS","PG-13","Classics, Horror, Mystery & Suspense",1963,"1h59m",95,83
"319",319,"BLACK CHRISTMAS","R","Horror, Mystery & Suspense",1974,"1h38m",71,75
"320",320,"THE BLACK HOLE","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy",1979,"1h37m",38,45
"321",321,"THE BLACK PIRATE","NR","Action & Adventure, Classics",1926,"1h25m",100,68
"322",322,"BLACK RAIN","R","Action & Adventure, Drama, Mystery & Suspense",NA,"2h5m",50,55
"323",323,"BLACK SUNDAY","R","Action & Adventure, Drama, Horror, Mystery & Suspense",1977,"2h23m",69,64
"324",324,"BLACK WIDOW","R","Drama, Mystery & Suspense",1987,"1h42m",50,40
"325",325,"BLACKMAIL","NR","Classics, Drama, Mystery & Suspense",1929,"1h26m",86,65
"326",326,"BLIND DATE","PG-13","Comedy, Drama",1987,"1h33m",21,42
"327",327,"BLOOD AND SAND","NR","Classics, Drama, Romance",1941,"2h0m",100,67
"328",328,"BLOOD FEAST","NR","Classics, Horror",1963,"0h58m",38,44
"329",329,"DER BLAUE ENGEL (THE BLUE ANGEL)","NR","Art House & International, Classics, Drama, Musical & Performing Arts",1930,"1h34m",96,87
"330",330,"BLUEBEARD","G","Classics, Drama, Horror, Mystery & Suspense",1944,"1h13m",100,38
"331",331,"THE BORDER","R","Action & Adventure, Drama, Mystery & Suspense",1982,"1h47m",80,53
"332",332,"BORN YESTERDAY","NR","Classics, Comedy, Drama",1950,"1h43m",97,86
"333",333,"THE BOSTON STRANGLER","R","Classics, Drama, Mystery & Suspense",1968,"1h56m",86,78
"334",334,"THE BOUNTY","PG","Action & Adventure, Drama",1984,"2h12m",74,72
"335",335,"THE BOYS FROM BRAZIL","R","Action & Adventure, Drama, Mystery & Suspense",1978,"2h3m",69,66
"336",336,"BRAINSTORM","PG","Mystery & Suspense, Science Fiction & Fantasy",1983,"1h46m",55,56
"337",337,"BREAKOUT","PG","Action & Adventure",NA,"1h36m",40,41
"338",338,"BREWSTER'S MILLIONS","PG","Comedy",1985,"1h37m",35,55
"339",339,"BRIAN'S SONG","G","Classics, Drama, Television",1970,"1h14m",92,82
"340",340,"BRIEF ENCOUNTER","NR","Classics, Drama, Romance",1945,"1h26m",91,91
"341",341,"BROKEN ARROW","G","Action & Adventure, Classics, Drama, Western, Romance",1950,"1h33m",89,70
"342",342,"BROKEN BLOSSOMS","NR","Classics, Drama, Romance",1919,"1h27m",95,71
"343",343,"THE BROTHERHOOD","PG-13","Action & Adventure, Classics, Drama",1968,"1h38m",67,25
"344",344,"BUG","PG","Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",1975,"1h40m",33,25
"345",345,"BURGLAR","R","Comedy, Drama",1987,"1h42m",27,39
"346",346,"BUS STOP","G","Comedy, Drama, Romance",1956,"1h36m",79,62
"347",347,"BUTCH CASSIDY AND THE SUNDANCE KID","PG","Action & Adventure, Classics, Western",1969,"1h50m",90,92
"348",348,"BYE BYE BIRDIE","G","Classics, Comedy, Kids & Family, Musical & Performing Arts",1963,"1h52m",89,66
"349",349,"CALAMITY JANE","G","Classics, Comedy, Musical & Performing Arts, Western, Romance",1953,"1h41m",71,87
"350",350,"CAMELOT","G","Action & Adventure, Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",1967,"2h59m",41,69
"351",351,"CAMILLE","NR","Classics, Drama, Romance",1936,"1h48m",93,83
"352",352,"CAPE FEAR","NR","Classics, Drama, Mystery & Suspense",1962,"1h45m",100,86
"353",353,"CAPTAIN BLOOD","NR","Action & Adventure, Classics",1935,"1h59m",100,89
"354",354,"CAPTAINS COURAGEOUS","PG","Action & Adventure, Classics",1937,"1h57m",94,89
"355",355,"CARNIVAL OF SOULS","R","Classics, Comedy, Horror, Mystery & Suspense",1962,"1h20m",86,73
"356",356,"CARNY","R","Drama, Horror",1980,"1h47m",50,52
"357",357,"CARRIE","R","Horror",1976,"1h38m",93,77
"358",358,"CASABLANCA","PG","Classics, Drama, Romance",1942,"1h42m",99,95
"359",359,"CASINO ROYALE","G","Action & Adventure, Classics, Comedy",1967,"2h11m",25,34
"360",360,"THE CAT AND THE CANARY","NR","Classics, Horror, Mystery & Suspense",1927,"1h15m",94,74
"361",361,"CAT ON A HOT TIN ROOF","PG","Classics, Drama",1958,"",97,92
"362",362,"CAT PEOPLE","R","Drama, Horror, Romance",1942,"1h13m",95,73
"363",363,"CAT PEOPLE","R","Drama, Horror, Mystery & Suspense",1982,"1h58m",61,46
"364",364,"CAUGHT","NR","Classics, Drama, Mystery & Suspense",1949,"1h28m",100,78
"365",365,"THE CHAMP","PG","Drama, Sports & Fitness",1979,"2h2m",36,82
"366",366,"CHAMPION","NR","Classics, Drama",1949,"1h39m",93,74
"367",367,"CHARADE","G","Classics, Comedy, Drama, Mystery & Suspense",1963,"1h54m",94,92
"368",368,"CHARLOTTE'S WEB","G","Animation, Kids & Family",1973,"1h33m",77,67
"369",369,"THE CHASE","NR","Classics, Drama",1966,"2h15m",89,74
"370",370,"CHECKING OUT","R","Comedy",1989,"1h35m",20,18
"371",371,"CHILDREN OF THE CORN","R","Cult Movies, Horror, Mystery & Suspense",1984,"1h33m",35,40
"372",372,"THE CHOSEN","PG","Drama",1981,"1h48m",75,79
"373",373,"A CHRISTMAS CAROL","G","Classics, Drama, Kids & Family, Science Fiction & Fantasy",1938,"1h9m",100,74
"374",374,"CHRISTMAS IN CONNECTICUT","G","Classics, Comedy",1945,"1h41m",88,75
"375",375,"A CHRISTMAS STORY","PG","Comedy, Drama, Kids & Family",1983,"1h33m",89,88
"376",376,"CIMARRON","NR","Classics, Drama, Western",1931,"2h11m",50,25
"377",377,"CLEOPATRA","G","Classics, Drama",1963,"4h3m",62,69
"378",378,"COLLEGE","NR","Classics, Comedy, Romance",1927,"1h5m",89,73
"379",379,"COLORS","R","Action & Adventure, Drama",1988,"2h0m",82,72
"380",380,"COMA","PG","Action & Adventure, Mystery & Suspense",1978,"1h53m",81,66
"381",381,"COMMANDO","R","Action & Adventure",1985,"1h30m",71,67
"382",382,"CONVOY","PG","Action & Adventure, Drama",1978,"1h50m",43,73
"383",383,"COUNTDOWN","NR","Action & Adventure, Documentary, Drama, Mystery & Suspense, Science Fiction & Fantasy",1968,"1h41m",67,27
"384",384,"THE COUNTRY GIRL","NR","Classics, Drama",1954,"1h44m",86,77
"385",385,"COVER GIRL","NR","Classics, Comedy, Musical & Performing Arts, Romance",1944,"1h47m",95,70
"386",386,"CREATURE FROM THE BLACK LAGOON","G","Classics, Cult Movies, Horror, Science Fiction & Fantasy",1954,"1h19m",79,73
"387",387,"CROSSROADS","R","Drama",1986,"1h38m",73,82
"388",388,"CUTTING CLASS","R","Comedy, Drama, Horror",1989,"1h30m",25,22
"389",389,"DAMN YANKEES","NR","Classics, Comedy, Drama, Musical & Performing Arts, Science Fiction & Fantasy",1958,"1h50m",76,69
"390",390,"DANGEROUS","G","Classics, Drama",1935,"1h18m",83,61
"391",391,"DANGEROUS LIAISONS","R","Drama",1988,"2h0m",93,83
"392",392,"THE DARK MIRROR","NR","Drama, Mystery & Suspense",1946,"1h25m",71,56
"393",393,"DARLING","NR","Art House & International, Classics, Comedy, Drama, Romance",1965,"2h8m",67,71
"394",394,"DAY OF THE DEAD","R","Horror",1985,"1h42m",81,75
"395",395,"THE DAY THE EARTH STOOD STILL","G","Classics, Drama, Science Fiction & Fantasy",1951,"1h32m",95,87
"396",396,"DAYS OF WINE AND ROSES","NR","Classics, Drama",1962,"1h57m",100,88
"397",397,"DEAD HEAT","R","Action & Adventure, Comedy, Horror, Mystery & Suspense",1988,"1h28m",11,49
"398",398,"DEAD RECKONING","NR","Classics, Drama, Mystery & Suspense",1947,"1h40m",67,66
"399",399,"DEATH IN VENICE","PG","Drama",1971,"2h10m",71,81
"400",400,"DEATH OF A SALESMAN","PG","Drama, Television",1985,"2h15m",100,75
"401",401,"DÈMONI (DEMONS)","R","Art House & International, Horror",1985,"1h30m",60,65
"402",402,"THE DESPERATE HOURS","NR","Classics, Drama, Mystery & Suspense",1955,"1h52m",86,79
"403",403,"DEVIL DOLL","NR","Classics, Horror",1964,"1h20m",20,28
"404",404,"DILLINGER","R","Action & Adventure, Drama, Mystery & Suspense",1973,"1h47m",92,73
"405",405,"DINNER AT EIGHT","NR","Classics, Comedy, Drama, Romance",1933,"1h53m",90,74
"406",406,"DISTANT THUNDER","R","Drama",1988,"1h54m",43,45
"407",407,"DOCTOR ZHIVAGO","PG-13","Classics, Drama, Television, Romance",1965,"3h17m",84,88
"408",408,"DODGE CITY","NR","Classics, Western",1939,"1h44m",100,74
"409",409,"DOLLS","R","Horror",1987,"1h17m",60,51
"410",410,"DR. JEKYLL AND MR. HYDE","NR","Drama, Horror",1931,"1h37m",90,80
"411",411,"HOW THE GRINCH STOLE CHRISTMAS","NR","Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television",1967,"",100,98
"412",412,"DRACULA","NR","Classics, Horror",1931,"1h15m",92,81
"413",413,"DRACULA","R","Horror, Mystery & Suspense",1973,"1h37m",60,43
"414",414,"DRACULA","R","Art House & International, Drama, Horror, Romance",1979,"1h49m",59,58
"415",415,"DRAGNET","PG-13","Action & Adventure, Comedy",NA,"1h46m",51,41
"416",416,"THE DREAM TEAM","PG-13","Comedy",1989,"1h53m",57,61
"417",417,"DRESSED TO KILL","R","Drama, Horror, Mystery & Suspense",1980,"1h45m",80,74
"418",418,"DUEL","PG","Mystery & Suspense, Television",1972,"1h35m",88,84
"419",419,"DUNE","PG-13","Science Fiction & Fantasy",1984,"2h17m",53,66
"420",420,"THE EAGLE HAS LANDED","PG","Action & Adventure, Art House & International, Mystery & Suspense",NA,"2h3m",67,67
"421",421,"EAST OF EDEN","PG","Classics, Drama",1955,"1h55m",85,90
"422",422,"EASY MONEY","R","Action & Adventure, Comedy",1983,"1h35m",60,58
"423",423,"EATEN ALIVE","R","Horror, Mystery & Suspense",1977,"1h30m",35,30
"424",424,"EDIPO RE (OEDIPUS REX)","NR","Art House & International, Drama",1967,"1h50m",88,77
"425",425,"THE ELEPHANT MAN","PG","Drama",1980,"2h5m",92,93
"426",426,"THE ENFORCER","R","Action & Adventure, Drama, Mystery & Suspense",1976,"1h36m",68,59
"427",427,"THE ENFORCER","NR","Classics, Drama, Mystery & Suspense",1951,"1h27m",88,70
"428",428,"ESCAPE FROM NEW YORK","R","Action & Adventure, Science Fiction & Fantasy",1981,"1h40m",86,77
"429",429,"EXODUS","G","Classics, Drama",1960,"3h27m",63,69
"430",430,"EYEWITNESS","R","Horror, Mystery & Suspense",1981,"1h43m",75,38
"431",431,"FAHRENHEIT 451","NR","Classics, Science Fiction & Fantasy",1966,"1h52m",81,72
"432",432,"THE FAN","R","Drama, Mystery & Suspense",1981,"1h35m",38,32
"433",433,"FANDANGO","PG","Comedy, Drama",1985,"1h31m",50,78
"434",434,"FAR FROM THE MADDING CROWD","PG","Drama, Romance",1967,"2h49m",64,76
"435",435,"FAREWELL, MY LOVELY","R","Classics, Drama, Mystery & Suspense",1975,"1h37m",76,73
"436",436,"FATAL ATTRACTION","R","Drama, Mystery & Suspense",1987,"1h59m",76,72
"437",437,"FATHER OF THE BRIDE","G","Classics, Comedy, Drama",1950,"1h33m",90,74
"438",438,"FIRE AND ICE","PG","Action & Adventure, Animation, Cult Movies, Science Fiction & Fantasy",1983,"1h21m",60,53
"439",439,"FLASH GORDON","PG","Action & Adventure, Comedy, Science Fiction & Fantasy",1980,"1h50m",83,69
"440",440,"FLASHBACK","R","Comedy",1990,"1h48m",43,60
"441",441,"FLESH & BLOOD (FLESH+BLOOD) (THE ROSE AND THE SWORD)","R","Action & Adventure, Drama",1985,"2h6m",85,63
"442",442,"THE FLIGHT OF THE PHOENIX","NR","Action & Adventure, Classics, Drama",1965,"2h27m",90,81
"443",443,"FLIPPER","G","Action & Adventure, Classics, Drama, Kids & Family, Television",1963,"1h30m",40,49
"444",444,"THE FLY","NR","Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",1958,"1h34m",95,70
"445",445,"THE FLY","R","Drama, Horror, Science Fiction & Fantasy",1986,"1h35m",92,83
"446",446,"FLYING TIGERS","NR","Action & Adventure, Classics, Drama",1942,"1h42m",67,68
"447",447,"FOOTLOOSE","PG","Drama, Musical & Performing Arts, Romance",1984,"1h47m",52,71
"448",448,"THE FOUR FEATHERS","NR","Action & Adventure, Art House & International, Classics",1939,"1h55m",100,85
"449",449,"FRANTIC","R","Action & Adventure, Drama, Mystery & Suspense",1988,"2h0m",76,64
"450",450,"FREAKY FRIDAY","G","Comedy, Kids & Family, Science Fiction & Fantasy",1976,"1h35m",70,57
"451",451,"FRIGHT NIGHT","R","Horror",1985,"1h46m",92,76
"452",452,"FROM HERE TO ETERNITY","G","Classics, Drama, Romance",1953,"1h58m",92,84
"453",453,"FROSTY THE SNOWMAN","G","Animation, Kids & Family",1969,"0h22m",73,72
"454",454,"THE FUGITIVE","NR","Drama",1947,"1h44m",86,61
"455",455,"FUN WITH DICK AND JANE","PG","Comedy",NA,"1h35m",50,51
"456",456,"FUNNY FARM","PG","Comedy",1988,"1h43m",65,50
"457",457,"THE FURY","R","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",1978,"1h58m",75,49
"458",458,"GALAXY OF TERROR (MINDWARP: AN INFINITY OF TERROR) (PLANET OF HORRORS) (QUEST)","R","Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",1981,"1h20m",31,29
"459",459,"GALLIPOLI","PG","Art House & International, Drama",1981,"1h50m",91,83
"460",460,"THE GAMBLER","R","Classics, Drama",1974,"1h49m",78,77
"461",461,"GAME OF DEATH","R","Action & Adventure, Art House & International",1978,"1h42m",50,64
"462",462,"THE GENERAL","R","Comedy, Drama, Romance",1927,"1h23m",93,92
"463",463,"THE GETAWAY","R","Action & Adventure, Classics, Drama",1972,"2h2m",86,81
"464",464,"GIRLS! GIRLS! GIRLS!","PG","Classics, Comedy, Musical & Performing Arts, Special Interest, Romance",1962,"1h46m",33,50
"465",465,"GLORIA","PG","Action & Adventure, Comedy, Drama, Mystery & Suspense",1980,"2h1m",93,80
"466",466,"GLORY","R","Drama",1989,"2h2m",93,93
"467",467,"GO WEST","NR","Classics, Comedy, Musical & Performing Arts, Western",1940,"1h21m",89,59
"468",468,"GONE IN 60 SECONDS","PG","Action & Adventure, Cult Movies, Drama, Mystery & Suspense",1974,"1h45m",43,66
"469",469,"THE GOODBYE GIRL","PG","Comedy, Romance",1977,"1h50m",84,84
"470",470,"GOODBYE, MR. CHIPS","NR","Art House & International, Classics, Comedy, Drama, Romance",1939,"1h54m",82,87
"471",471,"THE GREAT GATSBY","PG","Classics, Drama, Romance",1974,"2h24m",39,47
"472",472,"THE GREAT RACE","G","Action & Adventure, Classics, Comedy, Kids & Family, Romance",1965,"2h30m",74,83
"473",473,"THE GREEN BERETS","G","Action & Adventure, Classics, Drama",1968,"2h21m",23,61
"474",474,"GRIZZLY","PG","Horror, Mystery & Suspense",1976,"1h30m",40,31
"475",475,"THE GROUP","PG","Drama",1966,"2h30m",60,58
"476",476,"GULLIVER'S TRAVELS","NR","Action & Adventure, Animation, Classics, Comedy, Kids & Family",1939,"1h14m",69,53
"477",477,"THE GUNFIGHTER","NR","Action & Adventure, Drama, Western",1950,"1h24m",100,89
"478",478,"GUNG HO","PG-13","Comedy",1986,"1h51m",33,46
"479",479,"GYPSY","NR","Classics, Musical & Performing Arts",1962,"2h29m",64,74
"480",480,"HAIRSPRAY","PG","Comedy, Drama, Musical & Performing Arts",1988,"1h30m",98,80
"481",481,"HALLOWEEN","R","Horror, Mystery & Suspense",1978,"1h31m",96,89
"482",482,"HAMLET","NR","Classics, Drama",1948,"2h33m",95,80
"483",483,"THE HAND","R","Drama, Horror",1981,"1h44m",11,28
"484",484,"HARD TIMES","PG","Action & Adventure, Classics, Drama",NA,"1h32m",92,81
"485",485,"HARDCORE","R","Drama",1979,"1h48m",76,67
"486",486,"THE HARDER THEY FALL","NR","Classics, Drama, Mystery & Suspense",1956,"1h49m",100,80
"487",487,"THE HAUNTING","G","Classics, Horror",1963,"1h52m",88,82
"488",488,"HAWAII","NR","Action & Adventure, Classics, Drama",1966,"3h1m",67,53
"489",489,"HEAT","R","Action & Adventure, Drama",1986,"1h42m",17,26
"490",490,"HEAVEN","PG-13","Documentary, Special Interest",1987,"1h20m",67,67
"491",491,"HEAVEN CAN WAIT","PG","Comedy, Science Fiction & Fantasy, Romance, Sports & Fitness",1978,"1h41m",88,68
"492",492,"HEIDI","G","Action & Adventure, Classics, Drama, Kids & Family",1937,"1h28m",100,74
"493",493,"THE HIDDEN FORTRESS (KAKUSHI-TORIDE NO SAN-AKUNIN)","NR","Action & Adventure, Art House & International, Classics, Drama",1958,"2h19m",97,93
"494",494,"THE HILLS HAVE EYES","R","Horror, Mystery & Suspense",1977,"1h23m",65,54
"495",495,"THE HINDENBURG","PG","Action & Adventure, Drama, Mystery & Suspense",1975,"2h5m",36,37
"496",496,"THE HIT","R","Action & Adventure, Comedy, Drama, Mystery & Suspense",1984,"1h38m",86,75
"497",497,"A HOLE IN THE HEAD","NR","Classics, Comedy, Drama, Musical & Performing Arts",1959,"2h0m",75,49
"498",498,"HOT PURSUIT","PG-13","Comedy",1987,"1h32m",0,43
"499",499,"100 BLOODY ACRES","NR","Comedy, Horror",2013,"1h31m",79,47
"500",500,"100 GIRLS","R","Comedy, Romance",2000,"1h35m",60,50
"501",501,"100 STREETS","NR","Drama",2017,"1h33m",41,36
"502",502,"THE HOUND OF THE BASKERVILLES","NR","Classics, Drama, Horror, Mystery & Suspense",1939,"1h20m",91,83
"503",503,"THE HOUND OF THE BASKERVILLES","R","Art House & International, Classics, Mystery & Suspense",1959,"1h24m",94,72
"504",504,"HOUSE (DING DONG, YOU'RE DEAD)","R","Comedy, Horror",1986,"1h32m",57,46
"505",505,"HOUSE OF WAX","PG","Drama, Horror, Mystery & Suspense",1953,"1h28m",95,72
"506",506,"HOUSE ON HAUNTED HILL","PG","Classics, Drama, Horror",1959,"1h15m",88,73
"507",507,"HUD","NR","Classics, Drama",1963,"1h52m",82,89
"508",508,"THE HUMAN FACTOR","R","Drama, Mystery & Suspense, Romance",1979,"1h55m",33,23
"509",509,"THE HUNCHBACK OF NOTRE DAME","PG","Classics, Drama, Horror, Special Interest",1923,"1h33m",92,76
"510",510,"THE HUNCHBACK OF NOTRE DAME","NR","Classics, Drama, Romance",NA,"1h56m",93,87
"511",511,"THE HUNTER","PG","Action & Adventure, Drama, Mystery & Suspense, Television",1980,"1h37m",50,49
"512",512,"HUSTLE","R","Action & Adventure, Classics, Drama, Mystery & Suspense",1975,"2h0m",63,48
"513",513,"I, THE JURY","R","Action & Adventure, Drama, Mystery & Suspense",1982,"1h50m",40,39
"514",514,"IMITATION OF LIFE","NR","Classics, Drama",1959,"2h5m",81,91
"515",515,"THE IMPORTANCE OF BEING EARNEST","PG","Classics, Comedy",NA,"1h35m",88,83
"516",516,"IMPULSE","R","Action & Adventure, Drama, Mystery & Suspense",1990,"1h48m",25,21
"517",517,"IN COLD BLOOD","R","Drama",1967,"2h14m",84,88
"518",518,"THE INCUBUS","R","Horror, Mystery & Suspense",1982,"1h32m",29,22
"519",519,"INDISCREET","PG","Classics, Comedy, Romance",1958,"1h40m",100,69
"520",520,"THE INFORMER","NR","Classics, Drama",1935,"1h31m",94,77
"521",521,"INHERIT THE WIND","PG","Classics, Drama, Faith & Spirituality",1960,"2h7m",92,91
"522",522,"INTOLERANCE","PG","Classics",1916,"2h58m",97,77
"523",523,"INVADERS FROM MARS","NR","Classics, Science Fiction & Fantasy",1953,"1h13m",82,56
"524",524,"INVADERS FROM MARS","PG","Horror, Mystery & Suspense, Science Fiction & Fantasy",1986,"1h38m",33,33
"525",525,"INVASION OF THE BODY SNATCHERS","PG","Classics, Mystery & Suspense, Science Fiction & Fantasy",1956,"1h20m",98,85
"526",526,"INVASION OF THE BODY SNATCHERS","PG","Horror, Mystery & Suspense, Science Fiction & Fantasy",1978,"1h55m",93,81
"527",527,"THE INVISIBLE MAN","NR","Classics, Comedy, Horror, Science Fiction & Fantasy",1933,"1h11m",94,85
"528",528,"THE ISLAND","R","Drama, Horror, Mystery & Suspense",1980,"1h54m",40,51
"529",529,"THE ISLAND OF DR. MOREAU","PG","Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",1977,"1h38m",56,40
"530",530,"ISLANDS IN THE STREAM","PG","Drama",1977,"1h45m",88,63
"531",531,"IT","NR","Classics, Comedy, Drama, Romance",1927,"1h12m",87,81
"532",532,"IT'S ALIVE","R","Classics, Drama, Horror, Mystery & Suspense",1973,"1h30m",74,40
"533",533,"IVANHOE","G","Action & Adventure, Art House & International, Classics, Drama, Romance",1952,"1h46m",81,64
"534",534,"JACK AND THE BEANSTALK","G","Classics, Comedy, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",1952,"1h18m",43,38
"535",535,"JACK FROST","G","Animation, Kids & Family, Musical & Performing Arts, Television",1979,"",57,61
"536",536,"JAMAICA INN","NR","Action & Adventure, Art House & International, Classics, Mystery & Suspense",1939,"1h39m",57,36
